,reaction_id,rxn_smiles,products_run
11,10,[Br:1][CH2:7][C:5]([O:4][CH2:3][CH3:2])=[O:6].[cH:8]1[cH:9][cH:10][cH:11][c:12](-[c:13]2[cH:14][c:15]([C:16](=[O:17])[O:18][CH3:19])[cH:20][cH:21][n:22]2)[cH:23]1>O=C(C1=C(C=C(C=C1C)C)C)O.CC2=CC=C(C=C2)C(C)C.CC3=CC=C(C=C3)C(C)C.P(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6.C7COCCO7.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-]>[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][c:12](-[c:13]2[cH:14][c:15]([C:16](=[O:17])[O:18][CH3:19])[cH:20][cH:21][n:22]2)[cH:23]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][c:12](-[c:13]2[cH:14][c:15]([C:16](=[O:17])[O:18][CH3:19])[cH:20][cH:21][n:22]2)[cH:23]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1-[c:14]1[cH:15][c:16]([C:17](=[O:18])[O:19][CH3:20])[cH:21][cH:22][n:23]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][c:11](-[c:12]2[cH:13][c:14]([C:15](=[O:16])[O:17][CH3:18])[cH:19][cH:20][n:21]2)[cH:22][cH:23]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1-[c:14]1[cH:15][c:16]([C:17](=[O:18])[O:19][CH3:20])[cH:21][cH:22][n:23]1
12,11,[Br:1][CH2:7][C:5]([O:4][CH2:3][CH3:2])=[O:6].[cH:8]1[cH:9][cH:10][cH:11][c:12](-[n:13]2[cH:14][cH:15][cH:16][n:17]2)[cH:18]1>O=C(C1=C(C=C(C=C1C)C)C)O.CC2=CC=C(C=C2)C(C)C.CC3=CC=C(C=C3)C(C)C.P(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6.C7COCCO7.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-]>[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][c:12](-[n:13]2[cH:14][cH:15][cH:16][n:17]2)[cH:18]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][c:12](-[n:13]2[cH:14][cH:15][cH:16][n:17]2)[cH:18]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1-[n:14]1[cH:15][cH:16][cH:17][n:18]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][c:11](-[n:12]2[cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1-[n:14]1[cH:15][cH:16][cH:17][n:18]1
13,12,[Br:1][CH2:7][C:5]([O:4][CH2:3][CH3:2])=[O:6].[cH:8]1[cH:9][cH:10][cH:11][c:12](-[c:13]2[cH:14][cH:15][c:16]([CH3:17])[cH:18][n:19]2)[cH:20]1>O=C(C1=C(C=C(C=C1C)C)C)O.CC2=CC=C(C=C2)C(C)C.CC3=CC=C(C=C3)C(C)C.P(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6.C7COCCO7.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-]>[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1-[c:14]1[cH:15][cH:16][c:17]([CH3:18])[cH:19][n:20]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1-[c:14]1[cH:15][cH:16][c:17]([CH3:18])[cH:19][n:20]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][c:12](-[c:13]2[cH:14][cH:15][c:16]([CH3:17])[cH:18][n:19]2)[cH:20]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][c:11](-[c:12]2[cH:13][cH:14][c:15]([CH3:16])[cH:17][n:18]2)[cH:19][cH:20]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1-[c:14]1[cH:15][cH:16][c:17]([CH3:18])[cH:19][n:20]1
14,13,[Br:1][CH2:7][C:5]([O:4][CH2:3][CH3:2])=[O:6].[cH:8]1[cH:9][cH:10][cH:11][c:12](-[c:13]2[cH:14][cH:15][c:16]([F:17])[cH:18][n:19]2)[cH:20]1>O=C(C1=C(C=C(C=C1C)C)C)O.CC2=CC=C(C=C2)C(C)C.CC3=CC=C(C=C3)C(C)C.P(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6.C7COCCO7.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-]>[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][c:12](-[c:13]2[cH:14][cH:15][c:16]([F:17])[cH:18][n:19]2)[cH:20]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][c:12](-[c:13]2[cH:14][cH:15][c:16]([F:17])[cH:18][n:19]2)[cH:20]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][c:11](-[c:12]2[cH:13][cH:14][c:15]([F:16])[cH:17][n:18]2)[cH:19][cH:20]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1-[c:14]1[cH:15][cH:16][c:17]([F:18])[cH:19][n:20]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1-[c:14]1[cH:15][cH:16][c:17]([F:18])[cH:19][n:20]1
15,14,[Br:1][CH2:7][C:5]([O:4][CH2:3][CH3:2])=[O:6].[cH:8]1[cH:9][cH:10][cH:11][c:12](-[c:13]2[n:14][cH:15][cH:16][cH:17][n:18]2)[cH:19]1>O=C(C1=C(C=C(C=C1C)C)C)O.CC2=CC=C(C=C2)C(C)C.CC3=CC=C(C=C3)C(C)C.P(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6.C7COCCO7.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-]>[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][c:12](-[c:13]2[n:14][cH:15][cH:16][cH:17][n:18]2)[cH:19]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][c:12](-[c:13]2[n:14][cH:15][cH:16][cH:17][n:18]2)[cH:19]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][c:11](-[c:12]2[n:13][cH:14][cH:15][cH:16][n:17]2)[cH:18][cH:19]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1-[c:14]1[n:15][cH:16][cH:17][cH:18][n:19]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1-[c:14]1[n:15][cH:16][cH:17][cH:18][n:19]1
16,15,[Br:1][CH2:7][C:5]([O:4][CH2:3][CH3:2])=[O:6].[cH:8]1[cH:9][cH:10][cH:11][c:12](-[c:13]2[n:14][cH:15][cH:16][c:17]([CH3:18])[n:19]2)[cH:20]1>O=C(C1=C(C=C(C=C1C)C)C)O.CC2=CC=C(C=C2)C(C)C.CC3=CC=C(C=C3)C(C)C.P(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6.C7COCCO7.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-]>[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][c:12](-[c:13]2[n:14][cH:15][cH:16][c:17]([CH3:18])[n:19]2)[cH:20]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][c:12](-[c:13]2[n:14][cH:15][cH:16][c:17]([CH3:18])[n:19]2)[cH:20]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][c:11](-[c:12]2[n:13][cH:14][cH:15][c:16]([CH3:17])[n:18]2)[cH:19][cH:20]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1-[c:14]1[n:15][cH:16][cH:17][c:18]([CH3:19])[n:20]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1-[c:14]1[n:15][cH:16][cH:17][c:18]([CH3:19])[n:20]1
17,16,[Br:1][CH2:7][C:5]([O:4][CH2:3][CH3:2])=[O:6].[cH:8]1[cH:9][cH:10][cH:11][c:12](-[c:13]2[n:14][cH:15][c:16]([CH2:17][CH3:18])[cH:19][n:20]2)[cH:21]1>O=C(C1=C(C=C(C=C1C)C)C)O.CC2=CC=C(C=C2)C(C)C.CC3=CC=C(C=C3)C(C)C.P(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6.C7COCCO7.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-]>[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][c:12](-[c:13]2[n:14][cH:15][c:16]([CH2:17][CH3:18])[cH:19][n:20]2)[cH:21]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][c:12](-[c:13]2[n:14][cH:15][c:16]([CH2:17][CH3:18])[cH:19][n:20]2)[cH:21]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][c:11](-[c:12]2[n:13][cH:14][c:15]([CH2:16][CH3:17])[cH:18][n:19]2)[cH:20][cH:21]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1-[c:14]1[n:15][cH:16][c:17]([CH2:18][CH3:19])[cH:20][n:21]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1-[c:14]1[n:15][cH:16][c:17]([CH2:18][CH3:19])[cH:20][n:21]1
18,17,[Br:1][CH2:7][C:5]([O:4][CH2:3][CH3:2])=[O:6].[cH:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[O:20][CH3:21]>O=C(C1=C(C=C(C=C1C)C)C)O.CC2=CC=C(C=C2)C(C)C.CC3=CC=C(C=C3)C(C)C.P(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6.C7COCCO7.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-]>[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[O:20][CH3:21],[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[O:20][CH3:21].[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10]([O:11][CH3:12])[cH:13][cH:14][c:15]1-[c:16]1[cH:17][cH:18][cH:19][cH:20][n:21]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10]([O:11][CH3:12])[cH:13][cH:14][c:15]1-[c:16]1[cH:17][cH:18][cH:19][cH:20][n:21]1
19,18,[Br:1][CH2:7][C:5]([O:4][CH2:3][CH3:2])=[O:6].[cH:8]1[cH:9][c:10](-[c:11]2[cH:12][c:13]([CH3:14])[cH:15][cH:16][n:17]2)[cH:18][cH:19][c:20]1[O:21][CH3:22]>O=C(C1=C(C=C(C=C1C)C)C)O.CC2=CC=C(C=C2)C(C)C.CC3=CC=C(C=C3)C(C)C.P(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6.C7COCCO7.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-]>[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10](-[c:11]2[cH:12][c:13]([CH3:14])[cH:15][cH:16][n:17]2)[cH:18][cH:19][c:20]1[O:21][CH3:22],[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10](-[c:11]2[cH:12][c:13]([CH3:14])[cH:15][cH:16][n:17]2)[cH:18][cH:19][c:20]1[O:21][CH3:22].[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10]([O:11][CH3:12])[cH:13][cH:14][c:15]1-[c:16]1[cH:17][c:18]([CH3:19])[cH:20][cH:21][n:22]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10]([O:11][CH3:12])[cH:13][cH:14][c:15]1-[c:16]1[cH:17][c:18]([CH3:19])[cH:20][cH:21][n:22]1
20,19,[Br:1][CH2:7][C:5]([O:4][CH2:3][CH3:2])=[O:6].[cH:8]1[cH:9][c:10](-[c:11]2[n:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[O:20][CH3:21]>O=C(C1=C(C=C(C=C1C)C)C)O.CC2=CC=C(C=C2)C(C)C.CC3=CC=C(C=C3)C(C)C.P(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6.C7COCCO7.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-]>[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10](-[c:11]2[n:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[O:20][CH3:21],[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10](-[c:11]2[n:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[O:20][CH3:21].[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10]([O:11][CH3:12])[cH:13][cH:14][c:15]1-[c:16]1[n:17][cH:18][cH:19][cH:20][n:21]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10]([O:11][CH3:12])[cH:13][cH:14][c:15]1-[c:16]1[n:17][cH:18][cH:19][cH:20][n:21]1
21,20,[Br:1][CH2:7][C:5]([O:4][CH2:3][CH3:2])=[O:6].[cH:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[CH3:20]>O=C(C1=C(C=C(C=C1C)C)C)O.CC2=CC=C(C=C2)C(C)C.CC3=CC=C(C=C3)C(C)C.P(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6.C7COCCO7.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-]>[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[CH3:20],[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[CH3:20].[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10]([CH3:11])[cH:12][cH:13][c:14]1-[c:15]1[cH:16][cH:17][cH:18][cH:19][n:20]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10]([CH3:11])[cH:12][cH:13][c:14]1-[c:15]1[cH:16][cH:17][cH:18][cH:19][n:20]1
22,21,[Br:1][CH2:7][C:5]([O:4][CH2:3][CH3:2])=[O:6].[cH:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[F:20]>O=C(C1=C(C=C(C=C1C)C)C)O.CC2=CC=C(C=C2)C(C)C.CC3=CC=C(C=C3)C(C)C.P(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6.C7COCCO7.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-]>[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[F:20],[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[F:20].[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10]([F:11])[cH:12][cH:13][c:14]1-[c:15]1[cH:16][cH:17][cH:18][cH:19][n:20]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10]([F:11])[cH:12][cH:13][c:14]1-[c:15]1[cH:16][cH:17][cH:18][cH:19][n:20]1
23,22,[Br:1][CH2:7][C:5]([O:4][CH2:3][CH3:2])=[O:6].[cH:8]1[cH:9][c:10](-[c:11]2[cH:12][c:13]([CH3:14])[cH:15][cH:16][n:17]2)[cH:18][cH:19][c:20]1[F:21]>O=C(C1=C(C=C(C=C1C)C)C)O.CC2=CC=C(C=C2)C(C)C.CC3=CC=C(C=C3)C(C)C.P(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6.C7COCCO7.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-]>[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10](-[c:11]2[cH:12][c:13]([CH3:14])[cH:15][cH:16][n:17]2)[cH:18][cH:19][c:20]1[F:21],[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10](-[c:11]2[cH:12][c:13]([CH3:14])[cH:15][cH:16][n:17]2)[cH:18][cH:19][c:20]1[F:21].[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10]([F:11])[cH:12][cH:13][c:14]1-[c:15]1[cH:16][c:17]([CH3:18])[cH:19][cH:20][n:21]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10]([F:11])[cH:12][cH:13][c:14]1-[c:15]1[cH:16][c:17]([CH3:18])[cH:19][cH:20][n:21]1
24,23,[Br:1][CH2:7][C:5]([O:4][CH2:3][CH3:2])=[O:6].[cH:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[C:20](=[O:21])[O:22][CH2:23][CH3:24]>O=C(C1=C(C=C(C=C1C)C)C)O.CC2=CC=C(C=C2)C(C)C.CC3=CC=C(C=C3)C(C)C.P(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6.C7COCCO7.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-]>[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[C:20](=[O:21])[O:22][CH2:23][CH3:24],[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[C:20](=[O:21])[O:22][CH2:23][CH3:24].[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10]([C:11](=[O:12])[O:13][CH2:14][CH3:15])[cH:16][cH:17][c:18]1-[c:19]1[cH:20][cH:21][cH:22][cH:23][n:24]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10]([C:11](=[O:12])[O:13][CH2:14][CH3:15])[cH:16][cH:17][c:18]1-[c:19]1[cH:20][cH:21][cH:22][cH:23][n:24]1
25,24,[Br:1][CH2:7][C:5]([O:4][CH2:3][CH3:2])=[O:6].[cH:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[Cl:20]>O=C(C1=C(C=C(C=C1C)C)C)O.CC2=CC=C(C=C2)C(C)C.CC3=CC=C(C=C3)C(C)C.P(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6.C7COCCO7.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-]>[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[Cl:20],[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[Cl:20].[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10]([Cl:11])[cH:12][cH:13][c:14]1-[c:15]1[cH:16][cH:17][cH:18][cH:19][n:20]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10]([Cl:11])[cH:12][cH:13][c:14]1-[c:15]1[cH:16][cH:17][cH:18][cH:19][n:20]1
26,25,[Br:1][CH2:7][C:5]([O:4][CH2:3][CH3:2])=[O:6].[cH:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[C:20]([F:21])([F:22])[F:23]>O=C(C1=C(C=C(C=C1C)C)C)O.CC2=CC=C(C=C2)C(C)C.CC3=CC=C(C=C3)C(C)C.P(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6.C7COCCO7.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-]>[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[C:20]([F:21])([F:22])[F:23],[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[C:20]([F:21])([F:22])[F:23].[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16][c:17]1-[c:18]1[cH:19][cH:20][cH:21][cH:22][n:23]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16][c:17]1-[c:18]1[cH:19][cH:20][cH:21][cH:22][n:23]1
27,26,[Br:1][C:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])([CH3:8])[CH3:9].[cH:10]1[cH:11][c:12](-[c:13]2[cH:14][cH:15][cH:16][cH:17][n:18]2)[cH:19][cH:20][c:21]1[O:22][CH3:23]>O=C(C1=C(C=C(C=C1C)C)C)O.CC2=CC=C(C=C2)C(C)C.CC3=CC=C(C=C3)C(C)C.P(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6.C7COCCO7.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-]>[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][c:12](-[c:13]2[cH:14][cH:15][cH:16][cH:17][n:18]2)[cH:19][cH:20][c:21]1[O:22][CH3:23],[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][c:12](-[c:13]2[cH:14][cH:15][cH:16][cH:17][n:18]2)[cH:19][cH:20][c:21]1[O:22][CH3:23].[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][c:12]([O:13][CH3:14])[cH:15][cH:16][c:17]1-[c:18]1[cH:19][cH:20][cH:21][cH:22][n:23]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][c:12]([O:13][CH3:14])[cH:15][cH:16][c:17]1-[c:18]1[cH:19][cH:20][cH:21][cH:22][n:23]1
28,27,[Br:1][C:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])([CH3:8])[CH3:9].[cH:10]1[cH:11][c:12](-[c:13]2[cH:14][cH:15][cH:16][cH:17][n:18]2)[cH:19][cH:20][c:21]1[O:22][CH3:23]>O=C(C1=C(C=C(C=C1C)C)C)O.CC2=CC=C(C=C2)C(C)C.CC3=CC=C(C=C3)C(C)C.C7COCCO7.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-]>[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][c:12](-[c:13]2[cH:14][cH:15][cH:16][cH:17][n:18]2)[cH:19][cH:20][c:21]1[O:22][CH3:23],[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][c:12](-[c:13]2[cH:14][cH:15][cH:16][cH:17][n:18]2)[cH:19][cH:20][c:21]1[O:22][CH3:23].[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][c:12]([O:13][CH3:14])[cH:15][cH:16][c:17]1-[c:18]1[cH:19][cH:20][cH:21][cH:22][n:23]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][c:12]([O:13][CH3:14])[cH:15][cH:16][c:17]1-[c:18]1[cH:19][cH:20][cH:21][cH:22][n:23]1
